361
0.001	-0.0	0.0
0.0015	-0.0	0.0
0.0016875	-0.0	0.0
0.00189844	-0.0	0.0
0.002	-0.0	0.0
0.00213574	-0.0	0.0
0.00240271	-0.0	0.0
0.00270305	-0.0	0.0
0.00304093	-0.0	0.0
0.00342105	-0.0	0.0
0.00384868	-0.0	0.0
0.004	-0.0	0.0
0.00432976	-0.0	0.0
0.00487098	-0.0	0.0
0.00517542	-0.0	0.0
0.00547441	-0.0	0.0
0.00603502	-0.0	0.0
0.00652555	-0.0	0.0
0.00695476	-0.0	0.0
0.00733032	-0.0	0.0
0.00765894	-0.0	0.0
0.00794648	-0.0	0.0
0.00819808	-0.0	0.0
0.00841823	-0.0	0.0
0.00861086	-0.0	0.0
0.00877941	-0.0	0.0
0.00892689	-0.0	0.0
0.00905594	-0.0	0.0
0.00916885	-0.0	0.0
0.00926766	-0.0	0.0
0.00935411	-0.0	0.0
0.00942975	-0.0	0.0
0.00956213	-0.0	0.0
0.00966141	-0.0	0.0
0.00973588	-0.0	0.0
0.00979172	-0.0	0.0
0.00983361	-0.0	0.0
0.00986502	-0.0	0.0
0.00991214	-0.0	0.0
0.0099357	-0.0	0.0
0.00994749	-0.0	0.0
0.00995927	-0.0	0.0
0.00998378	-1.18606	0.0
0.0100083	-2.34688	0.0
0.0100328	-4.28676	0.0
0.0100573	-7.22807	0.0
0.0100818	-11.2504	0.0
0.0100941	-13.7047	0.0
0.0101063	-16.1648	0.0
0.0101186	-18.7992	0.0
0.0101309	-21.44	0.0
0.0101431	-23.8422	0.0
0.0101554	-26.2502	0.0
0.0101738	-28.8124	0.0
0.010186	-29.9892	0.0
0.0101952	-30.471	0.0
0.0101998	-30.7122	0.0
0.0102021	-30.8329	0.0
0.0102033	-30.8933	0.0
0.0102038	-30.9235	0.0
0.0102041	-30.9386	0.0
0.0102043	-30.9461	0.0
0.0102044	-30.9536	0.0
0.0102045	-30.9492	0.0
0.0102047	-30.9403	0.0
0.0102049	-30.9294	0.0
0.0102051	-30.9206	0.0
0.0102289	-29.8114	0.0
0.010235	-28.986	0.0
0.0102534	-26.5037	0.0
0.0102657	-24.1303	0.0
0.0102779	-21.7513	0.0
0.0102902	-19.118	0.0
0.0103025	-16.4785	0.0
0.0103147	-14.0042	0.0
0.010327	-11.524	0.0
0.0103515	-7.43948	0.0
0.010376	-4.4334	0.0
0.0104005	-2.43885	0.0
0.010425	-1.23847	0.0
0.0104495	-0.0	0.0
0.0104601	-0.0	0.0
0.0104811	-0.0	0.0
0.0105018	-0.0	0.0
0.0105424	-0.0	0.0
0.0105819	-0.0	0.0
0.01062	-0.0	0.0
0.010694	-0.0	0.0
0.0107634	-0.0	0.0
0.0117449	-0.0	0.0
0.0118036	-0.0	0.0
0.0118108	-0.0562503	0.0
0.0118326	-0.225416	0.0
0.0118471	-0.335591	0.0
0.0118617	-0.446036	0.0
0.0118907	-0.814722	0.0
0.0119198	-1.37373	0.0
0.0119343	-1.75551	0.0
0.0119488	-2.1382	0.0
0.0119634	-2.60464	0.0
0.0119779	-3.0722	0.0
0.0119924	-3.57289	0.0
0.0120069	-4.07478	0.0
0.0120215	-4.53134	0.0
0.0120287	-4.76003	0.0
0.012036	-4.98899	0.0
0.0120505	-5.31344	0.0
0.0120578	-5.47595	0.0
0.0120614	-5.55728	0.0
0.0120632	-5.59796	0.0
0.0120641	-5.6183	0.0
0.012066	-5.64627	0.0
0.0120694	-5.67487	0.0
0.0120817	-5.77878	0.0
0.0120879	-5.83082	0.0
0.012091	-5.85685	0.0
0.0120941	-5.8829	0.0
0.0121232	-5.66581	0.0
